,user_id,activity_type_id,activity_type,date,start,finish,day,method
1826,2,72,UPSTAIRS,2019-06-16,2019-06-16 07:34:24,2019-06-16 17:09:23 +0900,16,traditional
1827,3,72,UPSTAIRS,2019-06-16,2019-06-16 10:30:37,2019-06-16 19:31:22 +0900,16,traditional
1828,3,72,UPSTAIRS,2019-06-16,2019-06-16 23:19:06,2019-06-17 08:19:11 +0900,16,traditional
1830,5,72,UPSTAIRS,2019-06-17,2019-06-17 02:39:54,2019-06-17 11:40:17 +0900,17,traditional
1831,3,72,UPSTAIRS,2019-06-17,2019-06-17 08:33:10,2019-06-17 17:33:16 +0900,17,proposed
1838,2,72,UPSTAIRS,2019-06-22,2019-06-22 05:13:10,2019-06-22 14:13:30 +0900,22,traditional
1839,5,72,UPSTAIRS,2019-06-22,2019-06-22 06:26:10,2019-06-22 15:26:28 +0900,22,proposed
1841,2,72,UPSTAIRS,2019-06-22,2019-06-22 09:08:27,2019-06-22 18:08:37 +0900,22,traditional
1842,1,72,UPSTAIRS,2019-06-22,2019-06-22 10:42:28,2019-06-22 19:45:19 +0900,22,traditional
1843,2,72,UPSTAIRS,2019-06-22,2019-06-22 10:36:49,2019-06-22 19:37:12 +0900,22,traditional
1856,6,73,ON_TRAIN,2019-06-13,2019-06-13 02:51:47,2019-06-13 11:52:15 +0900,13,proposed
1857,3,73,ON_TRAIN,2019-06-13,2019-06-13 23:07:17,2019-06-14 08:22:06 +0900,13,proposed
1861,2,73,ON_TRAIN,2019-06-14,2019-06-14 03:25:10,2019-06-14 12:25:10 +0900,14,proposed
1868,2,73,ON_TRAIN,2019-06-16,2019-06-16 06:54:37,2019-06-16 16:00:39 +0900,16,traditional
1873,3,73,ON_TRAIN,2019-06-22,2019-06-22 08:01:44,2019-06-22 17:39:59 +0900,22,traditional
1874,3,73,ON_TRAIN,2019-06-22,2019-06-22 10:46:17,2019-06-22 20:23:40 +0900,22,traditional
1880,6,74,CARRYING,2019-06-13,2019-06-13 06:56:13,2019-06-13 15:56:48 +0900,13,proposed
1882,6,74,CARRYING,2019-06-13,2019-06-13 09:31:25,2019-06-13 18:32:42 +0900,13,proposed
1883,6,74,CARRYING,2019-06-14,2019-06-14 01:05:21,2019-06-14 10:05:34 +0900,14,traditional
1887,4,74,CARRYING,2019-06-14,2019-06-14 01:31:07,2019-06-14 11:20:39 +0900,14,traditional
1888,4,74,CARRYING,2019-06-14,2019-06-14 02:58:29,2019-06-14 12:00:48 +0900,14,traditional
1889,2,74,CARRYING,2019-06-14,2019-06-14 03:32:58,2019-06-14 12:32:58 +0900,14,proposed
1890,5,74,CARRYING,2019-06-14,2019-06-14 06:21:12,2019-06-14 15:23:37 +0900,14,traditional
1894,4,74,CARRYING,2019-06-14,2019-06-14 09:04:45,2019-06-14 18:25:57 +0900,14,traditional
1895,4,74,CARRYING,2019-06-14,2019-06-14 09:36:34,2019-06-14 18:39:05 +0900,14,traditional
1896,4,74,CARRYING,2019-06-14,2019-06-14 23:39:46,2019-06-15 08:44:47 +0900,14,traditional
1909,2,75,PHONE,2019-06-13,2019-06-13 09:46:40,2019-06-13 18:48:36 +0900,13,proposed
1910,6,75,PHONE,2019-06-14,2019-06-14 00:33:43,2019-06-14 09:34:10 +0900,14,traditional
1916,4,75,PHONE,2019-06-14,2019-06-14 07:42:40,2019-06-14 16:46:04 +0900,14,traditional
1917,1,75,PHONE,2019-06-14,2019-06-14 08:32:39,2019-06-14 17:33:55 +0900,14,proposed
